0.001 0.895040514058858 0.726478884 0.111628743 -0.058844600319955864
0.001 0.895040514058858 0.726478884 0.111628743 -0.058844600319955864
0.001 0.895040514058858 0.726478884 0.111628743 -0.058844600319955864
0.001 0.895040514058858 0.726478884 0.111628743 -0.058844600319955864
0.001 0.895040514058858 0.726478884 0.111628743 -0.058844600319955864
0.001 0.895040514058858 0.726478884 0.111628743 -0.058844600319955864
0.001 0.895040514058858 0.726478884 0.111628743 -0.058844600319955864
0.001 0.895040514058858 0.726478884 0.111628743 -0.058844600319955864
0.001 0.895040514058858 0.726478884 0.111628743 -0.058844600319955864
0.001 0.895040514058858 0.726478884 0.111628743 -0.058844600319955864
